Date,Day_of_Week,Is_Weekend,Temperature_C,Rainfall,Is_Festival,Product,Units_Sold,Units_Wasted,Selling_Price
2024-01-01,Monday,False,16.2,False,False,Cake,16,1,400
2024-01-01,Monday,False,16.2,False,False,Cupcake,37,1,60
2024-01-01,Monday,False,16.2,False,False,Jar Cake,20,1,120
2024-01-01,Monday,False,16.2,False,False,Chocolate,36,4,25
2024-01-01,Monday,False,16.2,False,False,Brownie,41,2,70
2024-01-01,Monday,False,16.2,False,False,Croissant,51,6,40
2024-01-01,Monday,False,16.2,False,False,Cookies,56,7,20
2024-01-01,Monday,False,16.2,False,False,Muffin,31,4,55
2024-01-02,Tuesday,False,15.0,False,False,Cake,13,1,400
2024-01-02,Tuesday,False,15.0,False,False,Cupcake,34,4,60
2024-01-02,Tuesday,False,15.0,False,False,Jar Cake,21,2,120
2024-01-02,Tuesday,False,15.0,False,False,Chocolate,40,3,25
2024-01-02,Tuesday,False,15.0,False,False,Brownie,58,8,70
2024-01-02,Tuesday,False,15.0,False,False,Croissant,69,5,40
2024-01-02,Tuesday,False,15.0,False,False,Cookies,33,3,20
2024-01-02,Tuesday,False,15.0,False,False,Muffin,26,2,55
2024-01-03,Wednesday,False,16.0,False,False,Cake,19,3,400
2024-01-03,Wednesday,False,16.0,False,False,Cupcake,40,2,60
2024-01-03,Wednesday,False,16.0,False,False,Jar Cake,30,4,120
2024-01-03,Wednesday,False,16.0,False,False,Chocolate,45,4,25
2024-01-03,Wednesday,False,16.0,False,False,Brownie,47,2,70
2024-01-03,Wednesday,False,16.0,False,False,Croissant,52,8,40
2024-01-03,Wednesday,False,16.0,False,False,Cookies,53,6,20
2024-01-03,Wednesday,False,16.0,False,False,Muffin,22,3,55
2024-01-04,Thursday,False,11.8,False,False,Cake,18,2,400
2024-01-04,Thursday,False,11.8,False,False,Cupcake,34,2,60
2024-01-04,Thursday,False,11.8,False,False,Jar Cake,22,4,120
2024-01-04,Thursday,False,11.8,False,False,Chocolate,35,5,25
2024-01-04,Thursday,False,11.8,False,False,Brownie,39,3,70
2024-01-04,Thursday,False,11.8,False,False,Croissant,48,8,40
2024-01-04,Thursday,False,11.8,False,False,Cookies,53,9,20
2024-01-04,Thursday,False,11.8,False,False,Muffin,31,5,55
2024-01-05,Friday,False,14.0,False,False,Cake,14,2,400
2024-01-05,Friday,False,14.0,False,False,Cupcake,33,2,60
2024-01-05,Friday,False,14.0,False,False,Jar Cake,22,3,120
2024-01-05,Friday,False,14.0,False,False,Chocolate,57,7,25
2024-01-05,Friday,False,14.0,False,False,Brownie,41,2,70
2024-01-05,Friday,False,14.0,False,False,Croissant,59,3,40
2024-01-05,Friday,False,14.0,False,False,Cookies,45,3,20
2024-01-05,Friday,False,14.0,False,False,Muffin,23,4,55
2024-01-06,Saturday,True,14.8,False,False,Cake,23,1,400
2024-01-06,Saturday,True,14.8,False,False,Cupcake,52,7,60
2024-01-06,Saturday,True,14.8,False,False,Jar Cake,36,2,120
2024-01-06,Saturday,True,14.8,False,False,Chocolate,62,4,25
2024-01-06,Saturday,True,14.8,False,False,Brownie,65,8,70
2024-01-06,Saturday,True,14.8,False,False,Croissant,68,5,40
2024-01-06,Saturday,True,14.8,False,False,Cookies,72,13,20
2024-01-06,Saturday,True,14.8,False,False,Muffin,32,2,55
2024-01-07,Sunday,True,17.1,False,False,Cake,21,1,400
2024-01-07,Sunday,True,17.1,False,False,Cupcake,58,5,60
2024-01-07,Sunday,True,17.1,False,False,Jar Cake,31,5,120
2024-01-07,Sunday,True,17.1,False,False,Chocolate,64,9,25
2024-01-07,Sunday,True,17.1,False,False,Brownie,48,8,70
2024-01-07,Sunday,True,17.1,False,False,Croissant,79,5,40
2024-01-07,Sunday,True,17.1,False,False,Cookies,71,5,20
2024-01-07,Sunday,True,17.1,False,False,Muffin,41,6,55
2024-01-08,Monday,False,13.1,False,False,Cake,18,1,400
2024-01-08,Monday,False,13.1,False,False,Cupcake,40,7,60
2024-01-08,Monday,False,13.1,False,False,Jar Cake,27,1,120
2024-01-08,Monday,False,13.1,False,False,Chocolate,37,3,25
2024-01-08,Monday,False,13.1,False,False,Brownie,55,9,70
2024-01-08,Monday,False,13.1,False,False,Croissant,56,6,40
2024-01-08,Monday,False,13.1,False,False,Cookies,43,3,20
2024-01-08,Monday,False,13.1,False,False,Muffin,28,5,55
2024-01-09,Tuesday,False,16.5,False,False,Cake,20,2,400
2024-01-09,Tuesday,False,16.5,False,False,Cupcake,42,3,60
2024-01-09,Tuesday,False,16.5,False,False,Jar Cake,28,1,120
2024-01-09,Tuesday,False,16.5,False,False,Chocolate,32,5,25
2024-01-09,Tuesday,False,16.5,False,False,Brownie,50,7,70
2024-01-09,Tuesday,False,16.5,False,False,Croissant,53,9,40
2024-01-09,Tuesday,False,16.5,False,False,Cookies,62,7,20
2024-01-09,Tuesday,False,16.5,False,False,Muffin,35,5,55
2024-01-10,Wednesday,False,15.5,False,False,Cake,21,2,400
2024-01-10,Wednesday,False,15.5,False,False,Cupcake,26,1,60
2024-01-10,Wednesday,False,15.5,False,False,Jar Cake,24,2,120
2024-01-10,Wednesday,False,15.5,False,False,Chocolate,42,2,25
2024-01-10,Wednesday,False,15.5,False,False,Brownie,52,3,70
2024-01-10,Wednesday,False,15.5,False,False,Croissant,57,4,40
2024-01-10,Wednesday,False,15.5,False,False,Cookies,53,3,20
2024-01-10,Wednesday,False,15.5,False,False,Muffin,30,4,55
2024-01-11,Thursday,False,11.7,False,False,Cake,12,0,400
2024-01-11,Thursday,False,11.7,False,False,Cupcake,42,4,60
2024-01-11,Thursday,False,11.7,False,False,Jar Cake,19,1,120
2024-01-11,Thursday,False,11.7,False,False,Chocolate,41,6,25
2024-01-11,Thursday,False,11.7,False,False,Brownie,50,7,70
2024-01-11,Thursday,False,11.7,False,False,Croissant,54,5,40
2024-01-11,Thursday,False,11.7,False,False,Cookies,56,3,20
2024-01-11,Thursday,False,11.7,False,False,Muffin,17,3,55
2024-01-12,Friday,False,16.2,False,False,Cake,15,1,400
2024-01-12,Friday,False,16.2,False,False,Cupcake,34,3,60
2024-01-12,Friday,False,16.2,False,False,Jar Cake,23,3,120
2024-01-12,Friday,False,16.2,False,False,Chocolate,25,3,25
2024-01-12,Friday,False,16.2,False,False,Brownie,45,6,70
2024-01-12,Friday,False,16.2,False,False,Croissant,48,7,40
2024-01-12,Friday,False,16.2,False,False,Cookies,64,6,20
2024-01-12,Friday,False,16.2,False,False,Muffin,32,4,55
2024-01-13,Saturday,True,15.6,False,False,Cake,27,1,400
2024-01-13,Saturday,True,15.6,False,False,Cupcake,37,2,60
2024-01-13,Saturday,True,15.6,False,False,Jar Cake,37,3,120
2024-01-13,Saturday,True,15.6,False,False,Chocolate,63,10,25
2024-01-13,Saturday,True,15.6,False,False,Brownie,55,8,70
2024-01-13,Saturday,True,15.6,False,False,Croissant,79,12,40
2024-01-13,Saturday,True,15.6,False,False,Cookies,76,5,20
2024-01-13,Saturday,True,15.6,False,False,Muffin,45,8,55
2024-01-14,Sunday,True,17.1,False,False,Cake,18,1,400
2024-01-14,Sunday,True,17.1,False,False,Cupcake,60,6,60
2024-01-14,Sunday,True,17.1,False,False,Jar Cake,38,2,120
2024-01-14,Sunday,True,17.1,False,False,Chocolate,65,11,25
2024-01-14,Sunday,True,17.1,False,False,Brownie,56,6,70
2024-01-14,Sunday,True,17.1,False,False,Croissant,62,11,40
2024-01-14,Sunday,True,17.1,False,False,Cookies,86,12,20
2024-01-14,Sunday,True,17.1,False,False,Muffin,39,3,55
2024-01-15,Monday,False,18.3,False,False,Cake,19,2,400
2024-01-15,Monday,False,18.3,False,False,Cupcake,23,2,60
2024-01-15,Monday,False,18.3,False,False,Jar Cake,32,2,120
2024-01-15,Monday,False,18.3,False,False,Chocolate,32,4,25
2024-01-15,Monday,False,18.3,False,False,Brownie,35,5,70
2024-01-15,Monday,False,18.3,False,False,Croissant,43,6,40
2024-01-15,Monday,False,18.3,False,False,Cookies,38,7,20
2024-01-15,Monday,False,18.3,False,False,Muffin,28,4,55
2024-01-16,Tuesday,False,17.7,False,False,Cake,13,2,400
2024-01-16,Tuesday,False,17.7,False,False,Cupcake,36,6,60
2024-01-16,Tuesday,False,17.7,False,False,Jar Cake,18,0,120
2024-01-16,Tuesday,False,17.7,False,False,Chocolate,39,2,25
2024-01-16,Tuesday,False,17.7,False,False,Brownie,36,5,70
2024-01-16,Tuesday,False,17.7,False,False,Croissant,53,9,40
2024-01-16,Tuesday,False,17.7,False,False,Cookies,37,7,20
2024-01-16,Tuesday,False,17.7,False,False,Muffin,30,4,55
2024-01-17,Wednesday,False,20.5,False,False,Cake,21,1,400
2024-01-17,Wednesday,False,20.5,False,False,Cupcake,34,3,60
2024-01-17,Wednesday,False,20.5,False,False,Jar Cake,20,2,120
2024-01-17,Wednesday,False,20.5,False,False,Chocolate,41,8,25
2024-01-17,Wednesday,False,20.5,False,False,Brownie,46,7,70
2024-01-17,Wednesday,False,20.5,False,False,Croissant,60,11,40
2024-01-17,Wednesday,False,20.5,False,False,Cookies,55,6,20
2024-01-17,Wednesday,False,20.5,False,False,Muffin,40,2,55
2024-01-18,Thursday,False,14.7,True,False,Cake,11,2,400
2024-01-18,Thursday,False,14.7,True,False,Cupcake,23,2,60
2024-01-18,Thursday,False,14.7,True,False,Jar Cake,27,3,120
2024-01-18,Thursday,False,14.7,True,False,Chocolate,30,5,25
2024-01-18,Thursday,False,14.7,True,False,Brownie,46,5,70
2024-01-18,Thursday,False,14.7,True,False,Croissant,50,7,40
2024-01-18,Thursday,False,14.7,True,False,Cookies,45,3,20
2024-01-18,Thursday,False,14.7,True,False,Muffin,28,4,55
2024-01-19,Friday,False,18.7,False,False,Cake,16,1,400
2024-01-19,Friday,False,18.7,False,False,Cupcake,27,4,60
2024-01-19,Friday,False,18.7,False,False,Jar Cake,27,2,120
2024-01-19,Friday,False,18.7,False,False,Chocolate,32,3,25
2024-01-19,Friday,False,18.7,False,False,Brownie,47,5,70
2024-01-19,Friday,False,18.7,False,False,Croissant,68,8,40
2024-01-19,Friday,False,18.7,False,False,Cookies,56,8,20
2024-01-19,Friday,False,18.7,False,False,Muffin,30,3,55
2024-01-20,Saturday,True,16.5,False,False,Cake,20,2,400
2024-01-20,Saturday,True,16.5,False,False,Cupcake,42,2,60
2024-01-20,Saturday,True,16.5,False,False,Jar Cake,26,1,120
2024-01-20,Saturday,True,16.5,False,False,Chocolate,57,5,25
2024-01-20,Saturday,True,16.5,False,False,Brownie,72,10,70
2024-01-20,Saturday,True,16.5,False,False,Croissant,66,3,40
2024-01-20,Saturday,True,16.5,False,False,Cookies,58,4,20
2024-01-20,Saturday,True,16.5,False,False,Muffin,30,3,55
2024-01-21,Sunday,True,15.4,False,False,Cake,23,3,400
2024-01-21,Sunday,True,15.4,False,False,Cupcake,50,9,60
2024-01-21,Sunday,True,15.4,False,False,Jar Cake,44,4,120
2024-01-21,Sunday,True,15.4,False,False,Chocolate,61,4,25
2024-01-21,Sunday,True,15.4,False,False,Brownie,53,6,70
2024-01-21,Sunday,True,15.4,False,False,Croissant,79,9,40
2024-01-21,Sunday,True,15.4,False,False,Cookies,74,6,20
2024-01-21,Sunday,True,15.4,False,False,Muffin,41,2,55
2024-01-22,Monday,False,14.2,False,False,Cake,15,1,400
2024-01-22,Monday,False,14.2,False,False,Cupcake,33,3,60
2024-01-22,Monday,False,14.2,False,False,Jar Cake,20,1,120
2024-01-22,Monday,False,14.2,False,False,Chocolate,49,7,25
2024-01-22,Monday,False,14.2,False,False,Brownie,51,3,70
2024-01-22,Monday,False,14.2,False,False,Croissant,57,9,40
2024-01-22,Monday,False,14.2,False,False,Cookies,49,4,20
2024-01-22,Monday,False,14.2,False,False,Muffin,28,3,55
2024-01-23,Tuesday,False,13.9,False,False,Cake,10,0,400
2024-01-23,Tuesday,False,13.9,False,False,Cupcake,29,2,60
2024-01-23,Tuesday,False,13.9,False,False,Jar Cake,32,4,120
2024-01-23,Tuesday,False,13.9,False,False,Chocolate,31,6,25
2024-01-23,Tuesday,False,13.9,False,False,Brownie,40,6,70
2024-01-23,Tuesday,False,13.9,False,False,Croissant,70,9,40
2024-01-23,Tuesday,False,13.9,False,False,Cookies,45,3,20
2024-01-23,Tuesday,False,13.9,False,False,Muffin,27,3,55
2024-01-24,Wednesday,False,17.9,False,False,Cake,9,0,400
2024-01-24,Wednesday,False,17.9,False,False,Cupcake,36,4,60
2024-01-24,Wednesday,False,17.9,False,False,Jar Cake,25,2,120
2024-01-24,Wednesday,False,17.9,False,False,Chocolate,32,6,25
2024-01-24,Wednesday,False,17.9,False,False,Brownie,41,3,70
2024-01-24,Wednesday,False,17.9,False,False,Croissant,60,8,40
2024-01-24,Wednesday,False,17.9,False,False,Cookies,49,5,20
2024-01-24,Wednesday,False,17.9,False,False,Muffin,40,7,55
2024-01-25,Thursday,False,17.6,False,False,Cake,11,1,400
2024-01-25,Thursday,False,17.6,False,False,Cupcake,36,2,60
2024-01-25,Thursday,False,17.6,False,False,Jar Cake,30,2,120
2024-01-25,Thursday,False,17.6,False,False,Chocolate,33,4,25
2024-01-25,Thursday,False,17.6,False,False,Brownie,45,8,70
2024-01-25,Thursday,False,17.6,False,False,Croissant,54,6,40
2024-01-25,Thursday,False,17.6,False,False,Cookies,47,4,20
2024-01-25,Thursday,False,17.6,False,False,Muffin,34,2,55
2024-01-26,Friday,False,15.8,False,True,Cake,25,4,400
2024-01-26,Friday,False,15.8,False,True,Cupcake,44,8,60
2024-01-26,Friday,False,15.8,False,True,Jar Cake,32,2,120
2024-01-26,Friday,False,15.8,False,True,Chocolate,80,10,25
2024-01-26,Friday,False,15.8,False,True,Brownie,65,4,70
2024-01-26,Friday,False,15.8,False,True,Croissant,63,10,40
2024-01-26,Friday,False,15.8,False,True,Cookies,85,5,20
2024-01-26,Friday,False,15.8,False,True,Muffin,43,4,55
2024-01-27,Saturday,True,16.2,False,False,Cake,23,3,400
2024-01-27,Saturday,True,16.2,False,False,Cupcake,51,4,60
2024-01-27,Saturday,True,16.2,False,False,Jar Cake,31,5,120
2024-01-27,Saturday,True,16.2,False,False,Chocolate,56,6,25
2024-01-27,Saturday,True,16.2,False,False,Brownie,78,10,70
2024-01-27,Saturday,True,16.2,False,False,Croissant,76,4,40
2024-01-27,Saturday,True,16.2,False,False,Cookies,69,12,20
2024-01-27,Saturday,True,16.2,False,False,Muffin,44,6,55
2024-01-28,Sunday,True,18.0,False,False,Cake,19,3,400
2024-01-28,Sunday,True,18.0,False,False,Cupcake,60,4,60
2024-01-28,Sunday,True,18.0,False,False,Jar Cake,41,5,120
2024-01-28,Sunday,True,18.0,False,False,Chocolate,52,5,25
2024-01-28,Sunday,True,18.0,False,False,Brownie,68,6,70
2024-01-28,Sunday,True,18.0,False,False,Croissant,73,13,40
2024-01-28,Sunday,True,18.0,False,False,Cookies,64,10,20
2024-01-28,Sunday,True,18.0,False,False,Muffin,40,4,55
2024-01-29,Monday,False,16.8,False,False,Cake,14,1,400
2024-01-29,Monday,False,16.8,False,False,Cupcake,36,1,60
2024-01-29,Monday,False,16.8,False,False,Jar Cake,27,5,120
2024-01-29,Monday,False,16.8,False,False,Chocolate,32,2,25
2024-01-29,Monday,False,16.8,False,False,Brownie,47,7,70
2024-01-29,Monday,False,16.8,False,False,Croissant,49,2,40
2024-01-29,Monday,False,16.8,False,False,Cookies,49,2,20
2024-01-29,Monday,False,16.8,False,False,Muffin,35,4,55
2024-01-30,Tuesday,False,16.9,False,False,Cake,14,1,400
2024-01-30,Tuesday,False,16.9,False,False,Cupcake,29,5,60
2024-01-30,Tuesday,False,16.9,False,False,Jar Cake,23,3,120
2024-01-30,Tuesday,False,16.9,False,False,Chocolate,38,2,25
2024-01-30,Tuesday,False,16.9,False,False,Brownie,49,2,70
2024-01-30,Tuesday,False,16.9,False,False,Croissant,50,7,40
2024-01-30,Tuesday,False,16.9,False,False,Cookies,57,8,20
2024-01-30,Tuesday,False,16.9,False,False,Muffin,25,2,55
2024-01-31,Wednesday,False,19.0,False,False,Cake,14,1,400
2024-01-31,Wednesday,False,19.0,False,False,Cupcake,31,1,60
2024-01-31,Wednesday,False,19.0,False,False,Jar Cake,17,0,120
2024-01-31,Wednesday,False,19.0,False,False,Chocolate,33,3,25
2024-01-31,Wednesday,False,19.0,False,False,Brownie,42,4,70
2024-01-31,Wednesday,False,19.0,False,False,Croissant,58,8,40
2024-01-31,Wednesday,False,19.0,False,False,Cookies,48,5,20
2024-01-31,Wednesday,False,19.0,False,False,Muffin,35,6,55
2024-02-01,Thursday,False,18.5,False,False,Cake,14,1,400
2024-02-01,Thursday,False,18.5,False,False,Cupcake,36,3,60
2024-02-01,Thursday,False,18.5,False,False,Jar Cake,19,3,120
2024-02-01,Thursday,False,18.5,False,False,Chocolate,40,3,25
2024-02-01,Thursday,False,18.5,False,False,Brownie,36,3,70
2024-02-01,Thursday,False,18.5,False,False,Croissant,57,9,40
2024-02-01,Thursday,False,18.5,False,False,Cookies,43,3,20
2024-02-01,Thursday,False,18.5,False,False,Muffin,38,5,55
2024-02-02,Friday,False,21.1,False,False,Cake,21,2,400
2024-02-02,Friday,False,21.1,False,False,Cupcake,35,2,60
2024-02-02,Friday,False,21.1,False,False,Jar Cake,29,4,120
2024-02-02,Friday,False,21.1,False,False,Chocolate,35,3,25
2024-02-02,Friday,False,21.1,False,False,Brownie,42,3,70
2024-02-02,Friday,False,21.1,False,False,Croissant,58,8,40
2024-02-02,Friday,False,21.1,False,False,Cookies,64,5,20
2024-02-02,Friday,False,21.1,False,False,Muffin,31,3,55
2024-02-03,Saturday,True,19.9,False,False,Cake,18,1,400
2024-02-03,Saturday,True,19.9,False,False,Cupcake,35,4,60
2024-02-03,Saturday,True,19.9,False,False,Jar Cake,37,3,120
2024-02-03,Saturday,True,19.9,False,False,Chocolate,58,8,25
2024-02-03,Saturday,True,19.9,False,False,Brownie,57,10,70
